age,workclass,fnlwgt,education.num,marital.status,race,sex,hours.per.week,native.country,income
36,0,102864,9,0,0,0,40,1,1
51,0,139347,9,1,0,0,40,1,0
37,0,34146,9,1,0,1,68,1,1
25,0,60726,9,1,1,1,30,1,1
29,-1,85572,7,1,0,0,5,1,1
41,0,202872,6,1,0,0,40,1,1
46,0,187581,9,0,0,1,40,1,1
25,0,122175,13,1,0,1,45,1,0
37,1,44694,14,1,0,0,45,1,0
18,0,242893,7,0,0,1,35,1,1
65,0,80174,9,0,0,0,50,1,1
29,0,237865,14,0,1,1,40,1,1
20,1,126822,10,0,0,0,15,1,1
81,0,122651,10,1,0,1,15,1,1
59,0,197148,9,1,0,1,24,1,0
35,1,177305,10,1,0,1,40,1,1
37,0,294919,10,0,0,1,40,1,1
65,-1,231604,9,1,0,1,45,0,1
51,0,102615,14,1,0,1,40,1,0
20,0,312017,10,0,0,1,40,0,1
33,0,216145,9,1,0,1,40,1,1
27,0,79787,14,0,0,0,25,1,1
29,0,632593,9,1,1,1,40,1,1
33,1,342458,12,0,0,1,56,1,1
57,0,171242,7,1,0,1,40,0,1
18,0,163332,9,0,0,0,22,1,1
17,0,184198,7,0,0,0,13,1,1
39,0,393480,9,0,1,1,40,1,1
17,-1,67808,6,0,0,1,40,1,1
67,0,288371,9,1,0,1,40,0,0
20,0,60639,10,0,0,0,28,1,1
30,0,87469,9,0,0,1,40,1,1
30,-1,523095,10,0,0,1,45,1,1
56,0,175127,9,0,0,1,35,1,1
37,0,148581,9,1,0,1,50,1,0
23,0,122048,9,0,0,0,40,1,1
38,0,203761,11,0,0,0,40,1,1
60,-1,230165,13,1,1,1,40,1,1
26,0,149943,9,0,2,1,60,0,1
57,0,73411,10,1,0,1,40,1,0
19,1,127085,10,0,0,1,10,1,1
18,0,74054,7,0,4,0,20,0,1
56,0,187295,13,1,0,1,40,1,0
45,0,275517,9,0,0,0,40,1,1
22,0,124971,13,0,0,1,40,1,1
36,0,284166,9,0,0,1,60,1,0
44,0,569761,11,1,1,1,40,1,1
20,0,105312,9,0,0,0,35,1,1
26,0,331861,13,0,0,1,60,0,1
37,0,126675,9,1,0,1,40,1,1
46,0,267107,3,1,0,0,45,0,1
37,0,421633,14,0,1,0,40,1,0
22,0,429346,9,0,1,1,40,1,1
45,0,274657,7,1,0,1,40,0,1
36,0,361888,9,1,0,1,45,1,0
39,-1,65716,12,1,0,0,40,1,0
40,0,289748,13,0,0,0,48,1,1
49,0,278322,9,1,0,1,40,1,0
25,0,53903,10,1,0,1,40,1,1
51,-1,246820,9,1,0,1,48,1,0
55,0,289257,10,1,0,1,40,1,1
48,0,186203,9,1,0,1,50,1,1
51,0,74275,9,1,0,1,40,1,1
37,0,175643,9,1,0,1,30,1,1
32,0,159187,11,0,0,1,40,1,1
49,-1,233059,9,1,0,1,60,1,1
44,0,171424,13,1,0,1,40,1,0
33,-1,134886,13,1,0,0,50,1,0
17,0,197732,7,0,0,0,12,1,1
47,0,170846,12,1,0,0,40,0,0
59,0,214052,3,0,0,0,40,1,1
39,1,129573,10,1,0,1,50,1,1
30,0,180656,10,1,0,1,40,0,1
59,0,31782,6,1,0,1,45,1,0
46,0,33109,9,0,0,1,40,1,1
43,0,129573,9,0,1,0,44,1,1
45,0,289468,7,0,0,0,40,1,1
35,-1,468713,9,1,0,1,40,1,1
55,0,102058,13,1,0,1,50,1,0
32,0,188246,10,1,0,1,40,1,0
44,1,244974,13,1,0,1,44,1,0
32,0,390997,2,0,4,1,50,0,1
41,-1,203451,10,0,0,0,15,1,1
23,0,117789,13,0,0,0,40,1,1
21,0,191497,10,0,0,0,20,1,1
34,0,62165,10,0,1,1,30,1,1
51,0,35576,9,0,0,1,38,1,1
70,0,145419,9,0,0,0,5,1,1
23,0,117583,9,0,0,1,40,1,1
25,0,257910,13,0,0,1,50,1,1
57,-1,79539,9,1,2,1,40,1,1
19,0,184710,10,0,0,1,30,1,1
46,1,267952,11,0,0,0,36,1,1
37,0,360743,10,1,1,1,40,1,0
48,0,329778,9,0,0,0,40,1,1
35,0,163392,10,1,2,1,40,0,1
66,-1,210750,10,1,0,1,50,1,1
60,0,232242,9,1,0,1,40,1,1
22,0,181773,9,0,1,1,40,1,1
32,1,209900,13,1,0,1,65,1,0
34,1,210164,10,1,0,1,40,1,1
23,0,147253,12,0,0,1,40,1,1
41,1,88913,12,0,2,0,36,1,1
49,0,160647,13,1,0,0,40,1,0
41,1,187462,11,0,1,0,40,1,1
18,0,88642,10,0,0,1,15,1,1
26,0,136951,9,0,1,0,40,1,1
48,0,36177,9,1,0,1,45,1,1
27,0,175262,13,0,0,1,40,1,1
20,0,153583,10,0,0,0,40,0,1
25,0,208117,13,0,0,1,40,1,1
24,0,259510,13,1,0,1,30,1,1
28,0,208965,5,0,4,1,40,0,1
83,-1,251951,9,0,0,0,20,1,1
41,0,254440,11,0,0,0,60,1,1
18,0,444822,7,0,0,0,8,0,1
71,-1,205011,10,1,0,1,10,1,1
19,0,405526,9,0,0,1,40,1,1
52,0,217663,9,1,0,1,45,1,0
38,0,33397,9,0,0,0,40,1,1
48,-1,191389,10,0,0,0,50,1,1
19,1,73009,10,0,0,1,15,1,1
50,1,97449,10,1,0,1,48,1,1
45,0,201865,13,1,0,1,40,1,1
74,0,99183,10,0,0,0,9,1,1
34,0,381153,9,1,0,1,40,1,0
36,-1,280169,10,1,0,1,8,1,1
42,0,138662,10,0,0,0,40,1,1
52,0,343440,10,1,0,1,40,1,1
35,0,188041,10,1,0,1,50,1,1
43,-1,175485,10,1,0,1,40,1,1
46,-1,320124,9,1,3,0,40,1,0
47,0,112791,9,1,0,1,40,1,1
50,-1,156623,15,1,2,1,50,0,0
21,-1,380219,10,0,1,0,40,1,1
45,0,234699,9,1,1,0,60,1,0
62,1,115763,14,1,0,0,40,1,0
59,0,121912,10,1,0,1,40,1,0
49,1,159641,13,0,0,0,40,1,1
35,-1,129305,9,1,0,1,40,1,1
58,1,198145,13,1,0,1,35,1,0
52,0,302847,7,1,0,1,40,1,1
44,0,215304,13,1,0,1,45,1,0
59,0,291529,6,0,0,1,52,1,1
50,-1,204447,10,0,0,1,40,1,1
53,0,375134,10,1,0,1,60,1,0
59,1,163047,10,0,0,0,38,1,1
47,0,145269,7,0,0,0,45,1,1
49,0,186078,14,1,0,0,50,1,0
62,-1,102631,10,0,0,0,50,1,1
39,0,83893,9,1,0,1,40,1,0
43,-1,193459,10,1,0,1,60,1,1
44,-1,163985,15,1,0,1,32,1,0
20,-1,193416,10,0,0,0,40,1,1
29,0,202878,9,0,0,1,50,1,1
69,-1,89477,10,0,0,0,14,1,1
21,1,39236,10,0,0,0,50,1,1
27,0,221436,13,1,0,0,40,0,0
51,1,182985,9,1,0,0,40,1,1
29,1,123983,14,0,2,1,40,0,1
60,-1,21101,9,1,3,1,50,1,1
35,0,82622,9,0,0,1,40,1,1
51,0,257337,9,1,0,1,50,1,1
34,0,181388,9,0,0,0,40,1,1
33,1,121245,13,1,0,1,60,1,0
47,0,46857,10,0,0,1,40,1,1
53,0,180439,13,1,0,1,40,1,0
33,0,176185,8,0,0,1,42,1,1
57,0,180920,6,1,0,1,43,1,1
26,0,111243,9,0,0,0,35,1,1
20,0,227943,9,0,0,1,45,1,1
38,0,165930,9,1,0,1,40,1,1
40,0,119493,10,0,0,0,40,1,1
32,0,223212,1,1,0,1,40,0,1
46,-1,176863,9,1,0,1,40,1,1
44,0,219441,6,0,4,0,35,0,1
21,-1,116934,10,0,0,0,40,1,1
38,-1,163204,9,1,0,1,25,1,1
28,1,526528,10,0,1,0,40,1,1
21,0,122348,10,0,0,0,35,1,1
43,1,134026,10,0,0,1,40,1,1
56,1,255386,10,1,2,1,40,0,1
64,0,477697,9,1,0,1,16,1,1
50,0,163002,9,0,0,0,40,1,1
58,0,169611,9,1,0,0,40,1,1
44,0,191256,9,1,0,1,65,1,0
49,0,169711,11,1,0,1,40,0,0
44,0,160785,13,1,0,1,60,1,0
31,1,50442,10,0,3,0,25,1,1
30,0,131588,9,0,1,0,45,1,1
38,0,203138,13,1,0,0,50,1,0
42,1,180318,6,0,0,1,35,1,1
31,-1,226696,11,1,0,1,60,1,0
35,0,184655,13,0,0,1,40,1,1
51,-1,205100,9,1,0,0,40,1,1
65,0,262446,7,1,0,1,20,1,1
31,-1,216283,12,1,0,0,35,1,0
26,0,102420,13,0,2,0,40,0,1
35,0,261241,9,0,0,1,60,1,1
35,0,102976,14,0,0,1,40,1,0
38,0,65390,12,1,0,1,45,1,1
37,0,112497,15,1,0,1,50,1,0
46,1,106705,14,0,0,0,38,1,1
40,0,175398,11,0,0,0,20,1,1
26,0,109419,11,0,0,0,45,1,1
26,0,248612,13,0,0,1,70,1,0
39,0,293291,9,1,0,1,50,1,0
27,-1,253873,10,0,0,0,25,1,1
32,0,161075,9,0,0,1,40,1,1
57,-1,174760,12,1,3,1,40,1,1
32,0,188246,9,1,0,1,40,1,1
17,-1,212125,6,0,0,0,20,1,1
18,-1,60981,7,0,0,0,4,1,1
23,0,1038553,9,0,1,1,45,1,1
36,0,85272,12,1,0,0,30,1,0
26,0,285004,13,0,2,1,35,0,1
17,-1,138507,6,0,0,1,20,1,1
33,0,314310,9,1,0,1,20,1,1
65,0,107620,7,0,0,0,8,1,1
44,0,111502,9,1,0,0,40,1,1
45,0,20534,10,1,0,1,84,1,0
39,0,79331,14,1,2,1,40,1,0
26,0,78424,11,0,0,0,54,1,1
38,0,430035,5,1,0,1,54,0,1
30,0,166961,13,0,0,0,37,1,1
46,-1,276934,13,1,0,1,70,1,0
21,0,108687,10,0,0,0,40,1,1
40,0,101272,9,0,0,0,32,1,1
46,0,172695,7,0,0,0,27,0,1
33,0,222221,9,1,0,1,45,1,0
19,0,207173,9,0,0,0,30,1,1
36,1,128884,9,0,0,0,48,1,1
37,1,196348,10,1,0,1,40,1,1
53,0,313243,10,0,0,1,45,1,0
28,0,162343,9,0,0,1,40,0,1
37,-1,162164,9,1,0,1,40,1,1
46,-1,131091,13,1,0,1,40,1,0
24,0,207940,9,1,0,0,30,1,1
30,0,33678,9,0,0,1,40,1,1
42,-1,32546,15,0,0,1,40,1,0
21,0,188535,9,0,0,1,44,1,1
43,0,183765,10,0,0,1,40,0,0
42,-1,33795,9,1,0,1,45,1,1
27,0,267147,9,0,0,1,40,1,1
66,-1,196736,2,0,1,1,30,1,1
29,1,204516,14,1,0,1,15,1,1
51,-1,32372,13,1,0,1,70,1,1
18,0,128538,7,0,0,0,25,1,1
32,-1,48014,10,0,0,0,35,1,1
68,-1,103161,9,0,0,1,32,1,1
35,0,107160,8,0,0,0,30,1,1
63,-1,64448,9,1,0,1,40,1,1
17,-1,659273,7,0,1,0,40,0,1
45,0,377757,5,1,0,1,40,1,1
30,0,226396,9,1,0,0,30,1,1
21,1,212780,8,0,1,0,20,1,1
80,-1,34340,4,0,0,1,35,1,1
62,0,81534,10,1,2,1,40,1,0
30,0,185177,13,1,0,1,43,1,1
42,-1,109912,12,0,0,0,40,1,1
30,0,210851,10,1,0,1,40,1,1
40,1,55363,9,1,0,1,40,1,1
48,0,317360,10,0,0,0,50,1,1
20,0,323573,9,0,0,0,20,1,1
34,0,134737,13,0,0,1,40,1,0
26,1,109193,10,0,0,0,40,1,1
61,-1,315977,9,1,1,1,40,1,1
73,0,242769,9,1,0,1,40,0,1
58,0,172618,15,1,0,1,45,1,0
36,-1,138940,9,1,0,1,70,1,1
20,0,190423,10,0,0,0,20,1,1
41,0,216968,13,0,1,1,40,0,1
48,0,272778,10,0,0,0,32,1,1
45,1,170099,12,1,0,1,40,1,1
28,1,419740,13,0,0,1,52,1,1
46,0,268022,14,1,0,1,55,0,0
35,0,341102,5,0,1,1,40,1,1
32,1,131534,9,0,1,0,40,1,1
49,0,129640,9,0,0,0,40,1,1
53,0,242859,10,0,0,1,40,0,1
35,1,475324,13,1,0,1,40,1,0
29,0,35032,9,1,0,1,40,1,1
58,0,241056,10,0,0,0,46,1,1
40,-1,161285,10,1,0,0,25,1,1
44,0,721161,10,0,1,1,40,1,1
36,0,124818,9,1,0,1,40,1,1
27,0,68037,10,0,0,1,45,1,1
44,0,221172,9,0,0,1,30,1,1
25,0,193787,10,0,0,0,50,1,1
36,0,146625,7,0,1,0,12,1,1
57,1,52267,14,1,0,1,50,1,0
28,0,201954,12,0,0,1,65,1,0
48,0,194772,12,1,0,1,40,1,0
53,-1,174102,4,1,0,1,50,0,0
52,0,76860,9,1,2,1,8,0,1
34,-1,265917,9,1,0,1,40,1,0
48,0,186539,10,1,0,1,40,1,1
53,-1,123011,9,1,0,1,40,1,0
25,0,404951,13,0,1,0,38,1,1
18,0,251923,7,0,0,0,15,1,1
39,1,172700,9,0,1,0,40,1,1
19,0,255161,9,0,0,1,25,1,1
45,0,209912,13,1,2,1,40,0,0
19,-1,188618,10,0,0,0,25,1,1
36,0,176335,10,0,0,1,40,1,1
44,1,469454,11,1,0,1,48,1,0
64,0,319371,13,1,0,1,40,1,0
20,-1,124242,10,0,0,0,40,1,1
54,0,146834,9,0,0,1,45,1,1
38,0,266645,14,1,0,1,60,1,0
38,1,115433,12,1,0,0,33,1,0
42,0,197583,12,1,1,1,40,0,0
23,0,386705,10,0,0,1,24,1,1
28,0,215955,9,1,0,1,40,1,1
44,-1,231348,10,1,0,1,40,1,0
55,0,106740,9,1,0,1,40,1,0
44,0,71269,10,0,0,1,50,1,1
24,0,177526,11,0,0,1,40,1,1
63,-1,194638,9,1,0,1,32,1,1
68,0,193666,16,1,0,1,55,1,0
27,0,213921,9,0,0,1,40,0,1
42,1,184682,12,0,0,0,40,1,1
33,0,93056,4,0,0,1,40,1,1
57,1,190748,10,0,0,0,35,1,1
17,-1,210547,6,0,0,1,40,1,1
29,0,26451,9,1,3,1,40,1,1
61,0,160037,4,0,0,1,35,1,1
20,-1,187332,6,0,0,0,30,1,1
31,0,202729,9,1,0,1,50,1,1
37,0,239171,9,1,0,1,40,1,0
28,1,135567,13,0,1,0,60,1,1
35,0,491000,11,0,1,1,40,1,1
38,0,169926,12,1,0,0,40,1,0
36,0,189404,13,1,0,1,35,1,0
42,0,192712,9,0,0,0,25,1,1
45,1,37306,13,1,0,1,45,1,0
50,0,257933,10,0,0,0,40,1,1
44,-1,264740,15,1,0,1,40,1,0
43,0,336643,9,0,0,0,50,1,1
42,1,143046,9,0,0,0,40,1,1
50,0,105010,13,1,0,1,45,1,0
33,0,309350,9,1,0,1,40,1,1
73,-1,80986,9,1,0,1,20,1,1
26,0,150361,10,0,0,0,40,1,1
22,1,134181,9,0,0,1,50,1,1
44,-1,383493,9,1,0,1,60,1,0
26,0,359543,13,0,0,0,40,0,1
66,0,234743,10,1,0,1,50,1,1
24,0,137876,9,0,0,1,50,1,1
22,-1,99543,10,0,0,1,20,1,1
38,0,187983,15,1,0,0,40,1,1
38,0,439592,10,0,1,0,40,1,1
40,0,310101,10,0,3,0,40,1,1
21,0,540712,9,0,1,1,25,1,1
26,0,94392,7,0,0,0,20,1,1
36,0,269722,13,1,0,1,55,1,0
21,0,244312,5,0,0,1,30,0,1
32,0,36302,10,1,0,1,50,1,1
46,0,170850,13,0,0,1,40,0,1
46,1,250821,15,1,0,1,40,1,0
36,0,272944,13,1,0,1,40,1,0
21,0,89154,7,0,0,1,42,0,1
46,0,213611,4,1,0,0,24,0,1
36,0,58602,3,0,0,1,35,1,1
29,0,183627,9,1,0,1,48,0,1
41,0,190885,9,0,0,0,40,0,1
36,1,112497,13,0,0,1,44,1,1
37,0,340614,14,1,0,1,50,1,0
43,0,244172,9,1,0,1,35,0,1
52,-1,72257,10,1,0,1,50,1,1
27,0,133937,14,0,0,1,40,1,1
50,1,163921,4,1,0,1,40,1,1
51,-1,78631,10,1,3,1,60,1,1
54,0,235693,7,0,0,1,40,1,0
30,0,154950,10,1,0,1,60,1,0
55,0,160362,13,1,0,1,40,1,0
38,1,321943,16,1,0,1,40,1,0
49,0,259087,10,0,0,0,40,1,1
68,-1,69249,9,1,0,1,50,1,0
20,-1,202994,10,0,0,0,16,1,1
33,0,116508,6,1,0,1,40,1,1
42,0,202466,12,0,0,0,45,1,1
31,-1,317761,13,0,0,1,40,1,1
41,-1,100800,14,1,0,1,70,1,0
21,0,32732,10,0,0,1,40,1,1
28,0,214858,9,1,0,1,40,1,1
25,0,254781,13,0,0,0,40,1,1
54,-1,105010,13,1,0,1,40,1,0
69,0,130413,13,0,0,0,15,1,1
40,0,242619,13,0,0,1,40,1,1
34,0,94413,9,1,0,1,40,1,0
68,1,235882,16,1,0,1,60,1,0
18,0,127388,8,0,0,0,25,1,1
50,0,200618,12,0,0,1,40,1,1
45,0,26781,9,1,3,1,40,1,1
29,0,568490,9,1,0,1,40,1,1
46,0,102308,9,1,0,1,56,1,0
24,0,385540,9,1,0,1,40,0,1
20,0,379525,10,0,0,0,10,1,1
66,-1,31362,10,1,0,1,20,1,1
18,1,101709,7,0,2,1,15,0,1
44,0,260761,9,1,0,1,40,1,0
28,-1,54683,10,0,0,1,40,1,1
28,0,248911,10,0,0,0,40,0,1
23,0,27776,11,0,0,1,40,1,1
23,0,162228,13,0,0,1,48,1,1
36,0,347491,13,1,0,1,50,1,0
40,1,151038,13,0,0,1,40,1,1
25,1,167835,13,1,0,0,38,1,0
27,1,205499,16,0,0,1,77,1,1
31,0,259531,11,0,0,0,40,1,1
50,0,156877,7,1,0,1,70,1,0
48,0,195437,7,1,0,1,40,1,0
18,0,163787,10,0,0,0,15,1,1
72,0,156310,6,1,0,1,12,1,1
29,1,183523,10,0,0,1,40,0,1
36,0,143385,9,0,0,1,40,1,1
51,0,189551,9,0,1,1,40,1,1
26,0,90915,12,0,1,0,15,1,1
37,-1,382802,16,1,1,1,99,1,0
33,0,149726,9,1,0,1,46,1,1
26,0,159603,12,0,0,0,32,1,1
43,0,299197,10,1,0,1,40,1,1
37,0,123785,9,0,0,1,75,1,1
34,-1,345705,9,0,0,1,45,1,0
23,-1,141003,9,0,0,1,60,1,1
42,0,118686,10,0,0,0,20,1,1
25,0,180778,9,0,0,1,75,1,1
47,0,270079,4,1,0,1,40,1,1
23,0,193089,7,0,0,1,40,1,1
50,-1,120781,13,1,2,1,60,0,0
33,0,164748,13,1,0,1,40,1,1
51,-1,172175,16,0,0,1,40,1,0
22,1,273734,9,0,0,1,20,1,1
27,0,517000,13,0,0,1,35,1,1
46,1,344415,14,1,0,1,40,1,0
33,1,177945,9,1,1,1,40,1,1
59,1,159472,5,1,0,1,40,1,1
35,0,56352,11,1,0,1,40,0,1
46,0,308334,2,0,4,0,30,0,1
43,0,186188,10,0,0,0,45,0,1
19,0,129620,6,0,0,0,30,1,1
31,0,34572,11,1,0,1,45,1,1
35,0,290226,9,0,0,1,45,1,1
41,1,29324,9,0,0,0,45,1,1
22,1,218445,10,0,0,0,40,1,1
59,0,109015,9,0,0,0,40,1,1
32,0,210562,9,1,0,1,40,1,1
54,0,103700,9,0,0,0,40,1,1
51,-1,240236,12,0,1,1,30,1,1
37,0,30267,7,0,0,1,60,1,0
46,0,292504,10,1,0,0,40,1,1
23,0,256211,10,0,2,1,24,0,1
49,-1,114648,8,0,1,1,40,1,1
42,0,183205,9,0,0,0,45,1,1
27,0,256764,12,0,0,1,40,1,1
34,0,37676,13,1,0,1,50,1,0
51,-1,167651,9,1,0,1,40,1,1
48,0,140782,14,1,0,0,38,1,0
35,-1,267776,9,0,0,0,30,1,1
41,-1,284086,11,0,0,1,60,1,1
32,0,153078,13,0,2,1,40,0,1
43,1,195385,9,1,3,1,40,1,1
28,0,190350,5,1,1,0,40,1,1
19,0,200136,10,0,0,0,20,1,1
20,0,148940,9,0,0,1,40,1,1
20,1,347935,10,0,1,1,40,1,1
43,0,145441,13,1,0,1,50,1,0
42,-1,234277,9,1,0,1,35,1,1
26,0,181666,10,1,0,0,40,1,1
30,1,125159,13,0,1,1,45,0,0
61,0,230292,10,1,0,1,40,1,0
46,0,182689,10,1,0,1,40,1,1
24,0,424034,9,0,0,1,40,1,1
39,0,144608,13,0,0,1,40,0,0
36,0,218490,11,1,0,1,60,1,1
47,0,128796,9,1,0,1,40,1,0
33,0,312055,13,0,0,1,40,1,1
60,-1,184362,9,1,0,0,25,1,1
29,0,256956,11,0,0,1,40,1,1
23,0,202284,13,0,0,1,20,1,1
41,0,213019,11,1,0,0,38,1,0
19,0,386378,10,0,0,1,20,1,1
58,1,69579,10,0,0,0,20,1,1
35,-1,361888,13,1,0,1,60,0,1
27,-1,147638,14,0,4,0,40,0,1
22,-1,354351,10,0,0,1,40,1,1
34,0,120959,10,0,0,0,40,1,1
45,0,262802,13,0,0,0,40,1,1
32,0,328060,5,0,4,0,40,0,1
54,0,177927,14,1,0,1,60,1,1
45,0,319637,9,0,0,0,40,1,1
27,0,298635,14,1,2,1,40,0,0
36,0,209629,9,1,0,1,40,1,1
41,0,289669,9,0,0,0,40,1,1
29,0,94892,10,1,0,1,40,1,1
52,-1,90363,15,1,0,1,35,1,0
58,-1,141165,9,1,0,1,50,1,1
22,-1,32921,10,0,0,1,20,1,1
43,0,193459,7,1,0,1,40,1,1
24,0,174461,13,0,0,0,50,1,1
32,1,169583,16,0,0,0,70,1,1
18,0,214617,10,0,0,1,16,1,1
28,0,134890,13,0,0,1,40,1,1
40,-1,33068,9,1,0,1,50,1,1
36,0,176634,13,1,0,0,35,1,0
73,-1,177387,9,1,0,1,40,1,1
35,0,330664,9,0,0,1,40,1,1
70,1,345339,13,0,0,1,40,1,1
50,1,139296,7,0,0,1,40,1,1
35,1,195516,9,0,0,1,40,1,1
30,0,41493,10,0,0,0,35,0,1
27,0,386036,10,0,0,1,48,1,1
29,0,179008,9,1,0,1,55,1,1
28,0,148429,9,1,0,1,40,1,1
41,1,158688,13,1,0,1,50,1,1
37,1,186934,10,1,0,1,40,1,1
38,0,208379,13,0,0,0,8,1,1
35,-1,333305,10,1,0,0,40,1,1
23,0,161708,13,0,0,0,30,1,1
52,0,113094,13,0,0,0,40,1,1
32,0,235109,10,0,0,0,40,1,1
41,0,162189,9,0,0,0,40,0,1
45,0,80430,9,0,0,0,40,1,1
59,0,188041,9,0,1,1,40,1,1
50,1,356619,9,1,0,1,48,1,0
19,0,68552,9,0,0,1,30,1,1
25,0,186370,9,1,0,1,40,1,1
28,0,376302,9,0,0,0,45,1,1
53,0,191565,2,0,1,0,40,0,1
42,0,356934,14,1,0,1,40,1,0
22,1,32950,10,1,0,1,37,1,1
29,1,118520,9,1,0,1,42,1,1
68,-1,140852,9,1,0,1,40,1,1
36,0,208358,15,0,0,1,45,1,0
56,0,235205,9,0,0,0,40,1,1
17,0,311907,7,0,0,1,25,1,1
52,-1,108211,4,1,0,1,40,1,1
38,1,125499,13,1,2,1,60,0,0
68,-1,257269,13,1,0,1,35,1,0
64,0,192884,15,1,0,1,60,1,1
57,-1,244605,10,1,0,1,50,1,0
58,0,193568,7,0,0,0,40,1,1
27,1,271328,13,0,0,1,60,1,1
52,1,40641,6,1,0,1,40,1,1
51,0,172046,14,1,0,1,50,1,0
25,0,295108,9,0,1,0,25,1,1
29,0,250967,11,1,0,1,48,1,0
22,0,120518,9,0,0,0,40,1,1
40,1,174283,16,1,0,1,50,1,0
25,0,312157,10,0,0,0,40,1,1
27,1,312692,13,0,0,1,12,1,1
40,0,90222,10,0,0,0,40,1,1
21,0,170302,9,0,0,1,50,1,1
24,0,206861,13,0,0,1,40,1,1
28,0,221317,10,1,0,1,40,0,1
35,0,139012,13,1,2,1,40,0,1
35,0,63921,9,1,0,1,40,1,1
29,0,78261,9,1,0,1,40,1,1
40,-1,240698,9,1,0,1,60,1,1
45,0,186256,9,0,0,1,40,1,1
36,-1,105021,10,1,0,1,55,1,0
24,1,90046,10,0,0,0,40,0,1
57,1,97837,10,0,0,1,48,1,0
19,0,120251,9,0,0,0,14,1,1
41,-1,355918,13,0,0,1,35,1,1
19,0,387215,10,0,0,1,16,1,1
35,1,182898,9,1,0,1,40,1,1
56,0,170070,9,1,0,0,40,1,0
21,0,226181,13,0,0,1,40,1,1
40,0,205195,12,1,0,1,60,1,0
66,-1,299616,10,1,0,1,40,1,1
65,-1,175202,9,1,0,1,24,1,1
26,0,213625,12,1,0,1,40,1,1
19,0,286435,10,0,0,1,40,1,1
55,-1,67433,9,1,0,1,60,1,1
53,1,131258,15,0,0,0,50,1,0
33,0,520033,8,1,0,0,40,1,1
23,0,288771,10,0,0,0,30,1,1
37,0,238959,9,1,0,0,40,1,1
37,0,230408,9,0,1,0,20,1,1
26,1,72594,10,1,0,1,55,1,0
31,0,340917,9,0,0,1,40,1,0
29,0,52199,9,1,0,1,40,1,1
38,0,186191,13,0,0,1,40,1,1
34,1,112115,10,0,0,1,40,1,1
33,0,356015,9,0,3,1,35,0,1
52,0,152373,9,1,0,1,40,1,1
41,-1,112362,9,1,0,1,38,1,1
44,0,42476,9,0,0,0,30,1,1
47,1,168109,9,1,0,1,70,1,1
42,-1,79036,13,1,0,1,65,1,1
30,1,48458,10,0,1,0,40,1,1
66,0,201197,13,1,0,1,45,1,0
38,1,303817,10,0,1,0,40,1,1
22,1,244408,10,0,2,0,40,0,1
66,0,113323,13,1,0,1,40,1,0
23,0,186813,9,0,3,1,40,1,1
30,0,190040,13,0,0,0,40,1,1
21,0,198050,9,0,0,0,28,1,1
31,0,240283,13,1,0,0,40,1,0
59,0,453067,10,1,0,1,36,1,0
17,1,340043,8,0,0,0,12,1,1
39,0,187167,10,0,0,0,40,1,1
25,0,143280,6,0,0,0,24,1,1
44,1,124692,14,1,0,1,35,1,0
22,0,137862,10,0,0,0,16,1,1
25,0,168943,13,1,0,0,30,1,0
45,-1,319122,13,0,0,1,45,1,0
30,0,185177,7,0,0,1,49,1,1
46,0,328669,11,1,0,1,42,1,1
38,0,29702,13,1,0,1,45,1,0
47,-1,173613,10,0,0,0,65,1,1
29,0,186733,9,1,0,1,50,1,1
55,0,189664,9,1,0,1,40,1,0
52,0,329733,10,0,0,1,40,1,1
32,0,123291,8,1,0,1,40,1,1
24,0,275691,7,0,0,1,39,1,1
28,0,137296,12,0,1,0,40,1,1
29,0,405177,6,0,0,0,40,1,1
57,0,210688,9,1,0,1,15,1,1
57,-1,199114,6,0,0,1,30,1,1
35,1,33975,13,1,0,1,40,1,0
41,0,297186,9,1,0,0,40,1,1
62,0,152148,5,1,0,1,40,1,1
44,0,202466,10,1,0,0,60,1,1
27,0,130807,12,1,0,1,40,1,1
33,0,182423,9,0,1,1,40,1,1
61,0,213321,9,1,0,1,40,1,1
27,0,189589,10,0,0,0,40,1,1
53,0,117814,10,0,0,0,38,1,1
56,-1,188166,9,1,0,1,40,1,1
39,-1,116358,13,1,2,1,40,0,0
39,0,110426,12,1,0,0,45,1,0
19,0,72355,10,0,0,1,20,1,1
31,0,348504,13,1,0,1,50,1,1
31,0,359249,11,0,1,1,40,1,1
38,0,172538,13,1,0,1,50,1,0
45,0,167617,10,1,0,1,40,1,1
31,1,178449,15,1,0,1,40,1,0
36,0,199739,9,1,0,1,60,1,0
47,-1,101926,13,0,0,1,70,1,0
24,0,146706,10,0,0,0,30,1,1
21,0,209483,10,0,0,0,47,1,1
52,0,370552,1,1,0,1,40,0,1
42,0,135056,9,0,0,0,40,1,1
31,0,231043,10,1,0,1,50,1,1
27,0,180553,9,0,0,0,40,1,1
21,0,301556,9,0,0,0,19,1,1
47,0,184005,9,0,3,0,45,1,1
32,-1,62272,9,0,0,0,40,1,1
33,0,287908,10,1,1,1,50,1,0
51,0,107123,4,1,1,1,40,1,1
61,0,29059,9,0,0,0,25,1,1
52,-1,230767,13,1,0,1,60,0,0
46,1,295791,11,0,0,0,38,1,1
55,0,213894,7,0,1,0,40,1,1
40,0,558944,4,0,0,1,40,1,1
39,0,67433,13,0,0,0,40,1,1
